event_definition;coding_system;code;code_name;concept;concept_name;tags;system;event_abbreviation;type
Maternal outcome: depression;SCTSPA;71294008;Mild bipolar II disorder, most recent episode major depressive;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;715924009;Disruptive mood dysregulation disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;71984005;Mild manic bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;723903001;Bipolar type I disorder currently in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;723905008;Bipolar type II disorder currently in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;723912004;Secondary mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;723929001;Mood disorder with manic symptoms caused by alcohol;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724679007;Mood disorder with manic symptoms caused by sedative;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724680005;Mood disorder with manic symptoms caused by hypnotic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724681009;Mood disorder with manic symptoms caused by anxiolytic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724682002;Mood disorder with mixed depressive and manic symptoms caused by sedative;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724683007;Mood disorder with mixed depressive and manic symptoms caused by hypnotic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724684001;Mood disorder with mixed depressive and manic symptoms caused by anxiolytic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724691003;Mood disorder with manic symptoms caused by cocaine;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724692005;Mood disorder with mixed depressive and manic symptoms caused by cocaine;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724707002;Mood disorder caused by methylenedioxymethamphetamine;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724720004;Mood disorder caused by dissociative drug;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724721000;Mood disorder caused by ketamine;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724757005;Depressive symptoms due to primary psychotic disorder;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;73471000;Bipolar I disorder, most recent episode mixed with catatonic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;74266001;Mood disorder in partial remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;74686005;Mild depressed bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;75360000;Bipolar I disorder, single manic episode, in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;75752004;Bipolar I disorder, most recent episode depressed with melancholic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;75837004;Mood disorder with depressive features due to general medical condition;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;76105009;Cyclothymia;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762320004;Mood disorder with manic symptoms caused by opioid;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762322007;Mood disorder with mixed depressive and manic symptoms caused by opioid;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762328006;Mood disorder caused by stimulant;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762330008;Mood disorder with mixed depressive and manic symptoms caused by stimulant;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762335003;Mood disorder with manic symptoms caused by hallucinogen;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762337006;Mood disorder with mixed depressive and manic symptoms caused by hallucinogen;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762338001;Mood disorder with manic symptoms caused by volatile inhalant;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762340006;Mood disorder with mixed depressive and manic symptoms caused by volatile inhalant;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762344002;Mood disorder with manic symptoms caused by dissociative drug;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762346000;Mood disorder with mixed depressive and manic symptoms caused by dissociative drug;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762511009;Mood disorder caused by synthetic cathinone;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762513007;Mood disorder with manic symptoms caused by synthetic cathinone;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762514001;Mood disorder with mixed depressive and manic symptoms caused by synthetic cathinone;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;767631007;Bipolar disorder, most recent episode depression;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;767632000;Bipolar disorder, most recent episode manic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;767633005;Bipolar affective disorder, most recent episode mixed;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;767635003;Bipolar I disorder, most recent episode manic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;767636002;Bipolar I disorder, most recent episode depression;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;77486005;Mood disorder with major depressive-like episode due to general medical condition;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;78269000;Bipolar I disorder, single manic episode, in partial remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;78640000;Severe manic bipolar I disorder with psychotic features, mood-congruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;788983007;Mood disorder caused by cannabis;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;789061003;Rapid cycling bipolar II disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;789119007;Synthetic cannabinoid induced mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;79584002;Moderate bipolar disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;81319007;Severe bipolar II disorder, most recent episode major depressive without psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;82998009;Moderate manic bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;83225003;Bipolar II disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;83501007;Organic mood disorder of mixed type;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;838528007;Mood disorder with manic symptoms caused by amphetamine and/or amphetamine derivative;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;838529004;Mood disorder with mixed depressive and manic symptoms caused by amphetamine and/or amphetamine derivative;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;85248005;Bipolar disorder in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;86058007;Severe bipolar I disorder, single manic episode with psychotic features, mood-incongruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;87203005;Bipolar I disorder, most recent episode depressed with postpartum onset;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;87950005;Bipolar I disorder, single manic episode with catatonic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;88939009;Severe mood disorder without psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;9167000;Moderate mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;9340000;Bipolar I disorder, single manic episode;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;9,49E+13;Episodic mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191609005;episodios recurrentes de depresión mayor, no especificados;C0154409;Recurrent major depressive episodes;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191617002;episodio recurrente de depresión mayor, SAI;C0154409;Recurrent major depressive episodes;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191600009;episodio aislado de depresión mayor, no especificado;C0024517;Single major depressive episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191607007;episodio aislado de depresión mayor, SAI;C0024517;Single major depressive episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;268620009;episodio depresivo mayor único;C0024517;Single major depressive episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;154963001;depresión, SAI;C0011570;Mental Depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;307537002;depresión, SAI;C0011570;Mental Depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;192382007;[X]trastornos del humor [afectivos] persistentes;C0349224;Persistent mood affective disorder, unspecified;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;192386005;[X]trastorno del humor [afectivo] persistente, no especificado;C0349224;Persistent mood affective disorder, unspecified;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;268708008;[X]trastorno depresivo recurrente, episodio actual grave sin síntomas psicóticos;C0154412;Severe recurrent major depression without psychotic features;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;192376009;[X]trastorno depresivo recurrente, episodio moderado presente;C0154411;Moderate recurrent major depression;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191601008;trastorno depresivo mayor, episodio único, leve;C0154403;Mild major depression, single episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191602001;trastorno depresivo mayor, episodio único, moderado;C0154404;Moderate major depression, single episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;268709000;[X]trastorno depresivo recurrente, episodio actual grave con síntomas psicóticos;C0154413;Severe recurrent major depression with psychotic features;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;268706007;[X]episodio depresivo, no especificado;C0349217;Depressive episode, unspecified;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;268707003;[X]trastorno depresivo recurrente;C0349218;Recurrent depressive disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;268710005;[X]trastorno depresivo recurrente, no especificado;C0349218;Recurrent depressive disorder;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191614009;episodios recurrentes de depresión mayor, en remisión parcial o no especificada;C0338893;Recurrent major depressive episodes, in partial or unspecified remission;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;268705006;[X]otros episodios depresivos;C0349216;Other depressive episodes;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;268704005;[X]episodio depresivo grave con síntomas psicóticos;C0494400;Severe depressive episode with psychotic symptoms;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;192379002;[X]trastorno depresivo recurrente, actualmente en remisión;C0270477;Recurrent major depression in remission;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;268702009;[X]episodio depresivo grave sin síntomas psicóticos;C0494399;Severe depressive episode without psychotic symptoms;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;192368007;[X]episodio depresivo moderado;C0494398;Moderate depressive episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;192367002;[X]episodio depresivo leve;C0494397;Mild depressive episode;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;192078003;trastorno depresivo, no clasificado en otra parte;C0012706;Depressive disorder NEC in SNOMEDCT;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;310465006;[X]episodio único de depresión agitada sin síntomas psicóticos;C0556016;Single episode agitated depression without psychotic symptoms;Narrow;R;DEPRESSION;
;;;;;;;;;
Codes Not Found in CodeMapper;;;;;;;;;
Maternal outcome: depression;RCD2 (READ);Eu324;Mild depression;;;;;;
Maternal outcome: depression;RCD2 (READ);Eu325;Major depression, mild;;;;;;
Maternal outcome: depression;RCD2 (READ);Eu327;Major depression, severe without psychotic symptoms;;;;;;
Maternal outcome: depression;RCD2 (READ);Eu328;Major depression, severe with psychotic symptoms;;;;;;
Maternal outcome: depression;RCD2 (READ);Eu329;Single major depressive episode, severe, with psychosis, psychosis in remission;;;;;;
Maternal outcome: depression;RCD2 (READ);Eu32A;Recurrent major depressive episodes, severe, with psychosis, psychosis in remission;;;;;;
Maternal outcome: depression;RCD2 (READ);Eu32B;Antenatal depression;;;;;;
Maternal outcome: depression;RCD2 (READ);1B17.;Depressed;;;;;;
Maternal outcome: depression;RCD2 (READ);1B1U.;Symptoms of depression;;;;;;
Maternal outcome: depression;RCD2 (READ);1BT..;Depressed mood;;;;;;
Maternal outcome: depression;RCD2 (READ);9H9..;Mental health annual physical examination done;;;;;;
Maternal outcome: depression;RCD2 (READ);9H90.;Depression annual review;;;;;;
Maternal outcome: depression;RCD2 (READ);9H91.;Depression medication review;;;;;;
Maternal outcome: depression;RCD2 (READ);9H92.;Depression interim review;;;;;;
